"id","language","text","text_normalized","caesar","vigenere","sp_network","char_count"
"1452","ro","Răbdarea este virtutea celui care știe că timpul lucrează pentru el","Rabdarea este virtutea celui care stie ca timpul lucreaza pentru el","Udegduhd hvwh yluwxwhd fhoxl fduh vwlh fd wlpsxo oxfuhdcd shqwux ho","Upsxdgvu hhky yxinxivu ftcol rrlh hkch rr nlbgoo alwutrtd evhwgl yo","rhdAsafi cqrq nwcvavpr iygmt uqtu mqnw uk quytdb epytpauq ldficb ty","67"
"1453","ca","Qui no s'aventura no travessa la mar ni guanya res","Qui no s'aventura no travessa la mar ni guanya res","Txl qr v'dyhqwxud qr wudyhvvd od pdu ql jxdqbd uhv","Tjz hr h'rphckoup ei wgrphhju op duu cz axpesd gvm","qzq Pj h'uuymhqnv al hdqbuaqz ah myf ea jshdrl ofi","50"
"1454","ca","La veritat és com l'oli sempre sura per sobre de l'aigua","La veritat es com l'oli sempre sura per sobre de l'aigua","Od yhulwdw hv frp o'rol vhpsuh vxud shu vreuh gh o'dljxd","Op myuxkuw tj wrb c'iox jypeiy vjiu sti mrqiy gt c'ulvlu","ch rYoaanb pk bzv u'mcr lyzchv azpi vos vcxpu va d'maitt","56"
"1455","ca","Qui bé et vol et farà plorar però també et farà riure","Qui be et vol et fara plorar pero tambe et fara riure","Txl eh hw yro hw idud sorudu shur wdpeh hw idud ulxuh","Tjz vh tk pra vn ipiu safldg gyud kupqv yw urld gzout","izp Pj hq nwe hu iavv tedsgc fdaf xanch it adbu yfjpa","53"
"1456","ca","No totes les coses que lluen són or ni tot somriure és sincer","No totes les coses que lluen son or ni tot somriure es sincer","Qr wrwhv ohv frvhv txh ooxhq vrq ru ql wrw vrpulxuh hv vlqfhu","Qd kiwtj fhh tivtj kxt cfxte mrc fl qx kiw hfguxllh tj mlctyu","vf pXngb zvq pqpni zgp prmor ltm ru gv xnd qrbgtato pm qzctpa","61"
"1457","ca","L'experiència és la mare de la ciència i l'àvia del saber","L'experiencia es la mare de la ciencia i l'avia del saber","O'hashulhqfld hv od pduh gh od flhqfld l o'dyld gho vdehu","O'tojhgzyqrzu hh cu ppiy gt cu fxvhfxr c o'pmcd svf vpsyu","z'pdYycqjauqx ja qm chph va dm qrrgimg u m'hsyo gfi chisa","57"
"1458","ca","Qui sembla bondat recull amistat i pau en el seu camí","Qui sembla bondat recull amistat i pau en el seu cami","Txl vhpeod erqgdw uhfxoo dplvwdw l sdx hq ho vhx fdpl","Tjz mhbsfd qfhgpk lhrlfo pdcvirn l ero hc vf vtl wdbz","ozk Pjgqsq xhfgtd nguhqt myfwvli u ytu gm pq ibi tkfj","53"
"1459","ca","La perseverança és la clau que obre totes les portes tancades","La perseveranca es la clau que obre totes les portes tancades","Od shuvhyhudqfd hv od fodx txh reuh wrwhv ohv sruwhv wdqfdghv","Op gyuhvphgrhfp vm op tfdj hoh dslh ifnhh cyv eflwtj ndctugtj","ch qYdhaiqdhquo gi gh zypy fqt fvqs wqgcq lqm tigwpm bzafppdz","61"
"1460","ca","No hi ha millor mestre que el fracàs ben après i superat","No hi ha millor mestre que el fracas ben apres i superat","Qr kl kd plooru phvwuh txh ho iudfdv ehq dsuhv l vxshudw","Qd yc kp dcoafl ptjnut hoh tc zuptuv qvh deiyv x jostiuw","mf hX cm nftepy gwhzyp paq jq mahxap qii clrfv y izapsvb","56"
"1461","ca","Qui no s'atura a reflexionar camina de pressa cap al buit","Qui no s'atura a reflexionar camina de pressa cap al buit","Txl qr v'dwxud d uhiohalrqdu fdplqd gh suhvvd fds do exlw","Tjz hr h'rnxgr u utwfhmziqpi wdbzhd sv jutjmd rrj da soli","qzq Pj w'uuadp r ugabvohqjbx vqksfj zf iopuaz zfu ye vfst","57"
"1462","ca","La senzillesa és l'elegància suprema dels esperits lliures","La senzillesa es l'elegancia suprema dels esperits lliures","Od vhqcloohvd hv o'hohjdqfld vxsuhpd ghov hvshulwv oolxuhv","Op jyqozfotju hh c'yotxuqrzu vjglhbr xhaj yvevllij foxllhh","ch yYzgxjapqy zc q'mapuyraxj tzkidrq ucel qztiigvr tztytqq","58"
"1463","ca","No cal fer gran soroll per fer gran cosa amb paciència","No cal fer gran soroll per fer gran cosa amb paciencia","Qr fdo ihu judq vruroo shu ihu judq frvd dpe sdflhqfld","Qd tuo uvl jgrh vdiioa gyu uvl jgrh fdju dbs jdrzyqrzu","af aXp tyi qdfz uvivce ayd tai qdfz uagz zku fscfjauxj","54"
"1464","ca","L'home que sap escoltar aprèn més que l'home que parla molt","L'home que sap escoltar apren mes que l'home que parla molt","O'krph txh vds hvfrowdu dsuhq phv txh o'krph txh sduod prow","O'wfgh fly vpg yvrffwpi usgvh ptj kxt c'brbv kxt guuar grak","d'bgYg cqt chu idgigahd bvqsi npp hzk r'mnkp uia rddee auun","59"
"1465","ca","Qui dóna sense esperar res a canvi és vertaderament lliure","Qui dona sense esperar res a canvi es vertaderament lliure","Txl grqd vhqvh hvshudu uhv d fdqyl hv yhuwdghudphqw oolxuh","Tjz xrcr mhcjy hhgyupi lhh r wdcmc hh myuirxhgrghck foxllh","rzm Pjou ucmqq zcqdthq avb q ummqf oc qorvdaudqugmr qntytq","58"
"1466","ca","La cultura és la llum que il·lumina el camí de la humanitat","La cultura es la llum que il·lumina el cami de la humanitat","Od fxowxud hv od ooxp txh lo·oxplqd ho fdpl gh od kxpdqlwdw","Op tooilld tj fd acop fly la·copxeu ha tupx uy op yoppecwpk","yh vYptytg pe fz yfmc geh ty·tmareh la qpcr hh ay ycmhhhlbn","59"
"1467","ca","No hi ha riquesa més gran que tenir un cor net i tranquil","No hi ha riquesa mes gran que tenir un cor net i tranquil","Qr kl kd ultxhvd phv judq txh whqlu xq fru qhw l wudqtxlo","Qd yc kp ictjvmd bvm jgrh tjv nhczl xc tiu cvn l iiuqflco","mf hX cm nvozkpi ofi qdzz uwp itmmq jv rpw mva i atvmgxty","57"
"1468","ca","Qui treballa amb amor posa una mica d'ell en l'obra feta","Qui treballa amb amor posa una mica d'ell en l'obra feta","Txl wuhedood dpe dpru srvd xqd plfd g'hoo hq o'reud ihwd","Tjz nutsuoar upq rgrg givp lhd bzwd s'vfo te f'rqiu itku","wzp Pjaasaex yud huvd hudq itb ksfj g'fig px y'lauv apvn","56"
"1469","ca","La pau interior és el tresor més valuós que hom pot tenir","La pau interior es el tresor mes valuos que hom pot tenir","Od sdx lqwhulru hv ho wuhvru phv ydoxrv txh krp srw whqlu","Op gux xenhgziu tj yo iiyvdi ghh muojfm tjv brb giw ivhlg","ah rYd wrlvdpqj ca zc vfyvdi vaq zqooyg kzk piv udq vdbit","57"
"1470","ca","No es pot encendre una llum sense fer una mica de foscor","No es pot encendre una llum sense fer una mica de foscor","Qr hv srw hqfhqguh xqd ooxp vhqvh ihu xqd plfd gh irvfru","Qd vm sdk yqrvhggv oqp cfxb jyqhv zhg lhd bzwd sv zrhtiu","of fX ics nqudxiyd igh kxmc rzjqd xiq qtb ksfj jf ivqupa","56"
"1471","ca","Qui aprèn dels errors dels altres és molt més savi que nosaltres","Qui apren dels errors dels altres es molt mes savi que nosaltres","Txl dsuhq ghov huuruv ghov dowuhv hv prow phv vdyl txh qrvdowuhv","Tjz usgvh gtcm hgiiuh uyoh rfwgvm hh dioi dyv hrpl fly qdjuoiiyv","azd Pjqsi opdd mvqvcq qaag yuodqb iv qfcv qyf hiuc gft taxzcvyvi","64"
"1472","ca","L'amistat és la flor més bella del jardí de la vida","L'amistat es la flor mes bella del jardi de la vida","O'dplvwdw hv od ioru phv ehood gho mdugl gh od ylgd","O'pdcvirn hh cu iafl ptj vhacu gtc ddguc gt cu yxuu","m'hvYfwiu aq eq mtvg ipe hzaqm fpd dmmfa ap rd maca","51"
"1473","gl","A vida é un camiño que se fai andando con fe e esperanza","A vida e un camino que se fai andando con fe e esperanza","D ylgd h xq fdplqr txh vh idl dqgdqgr frq ih h hvshudqcd","D kzxd t lh fpdcqd hoh hv zdx rhgpexr rfh it v yvevldcqu","r npFj q ft mhfgfy xqj qr qiq furhudl qug cp l vitiiamfx","56"
"1474","gl","Non hai noite tan longa que non remate cunha nova alba","Non hai noite tan longa que non remate cunha nova alba","Qrq kdl qrlwh wdq orqjd txh qrq uhpdwh fxqkd qryd doed","Qde bdx eiliv ndc ciqvr kxt eiq gvgdiv wxcyu qdmu dasu","kfr Xlv flwvm tiv fmnip xuv rld dvxibf iamfr caxo aefs","54"
"1475","gl","Quen dá sen esperar recompensa é verdadeiramente libre","Quen da sen esperar recompensa e verdadeiramente libre","Txhq gd vhq hvshudu uhfrpshqvd h yhugdghludphqwh oleuh","Tjvh gp jyq tjjhgrl uttipevhvp v phguugtzldbvhwt ccegv","qzhP ic dzz pdxztqu vplapqhihh d iiaqatpkdjqfimp dbmli","54"
"1476","gl","A perseveranza é a chave que abre todas as portas pechadas","A perseveranza e a chave que abre todas as portas pechadas","D shuvhyhudqcd h d fkdyh txh deuh wrgdv dv sruwdv shfkdgdv","D evlvtmyupetd t r wkpmy tjv uegv nrsrm dh giuirm sttbdsrm","t lpFiciophpal b f uchzn oap iwds liouu vq vfdoau kpsspofu","58"
"1477","gl","Non hai maior riqueza ca a dun corazón limpo e tranquilo","Non hai maior riqueza ca a dun corazon limpo e tranquilo","Qrq kdl pdlru ultxhcd fd d gxq frudcrq olpsr h wudqtxlor","Qde bdx duldi llflycp tu d slh fdiucde flbgi h iiuqflcod","kfr Xla fftfg tvcttah sm p qft affgvgm lvkvt d aqvmgfxty","56"
"1478","gl","Quen aprende dos erros alleos é moito máis sabio ca nos","Quen aprende dos erros alleos e moito mais sabio ca nos","Txhq dsuhqgh grv huurv doohrv h prlwr pdlv vdelr fd qrv","Tjvh deiyqsv xrh vludj uoaviv t dilif gdxj mdqzi fp eiv","qzlP icfvrsq xit uiafe azvyiv p vifdt gorx fzvfj vh gli","55"
"1479","gl","A amizade é a flor máis fermosa do xardín da nosa vida","A amizade e a flor mais fermosa do xardin da nosa vida","D dplcdgh h d ioru pdlv ihuprvd gr aduglq gd qrvd ylgd","D pdccpuy h p wfrg dulh wyubfmd sf rdgucq sr hrhr plsr","m hhFfcma g h dqba ufcq ktboagu sd fgmfaq sq xuhu ustu","54"
"1480","gl","Non se pode facer tortilla sen romper os ovos primeiro","Non se pode facer tortilla sen romper os ovos primeiro","Qrq vh srgh idfhu wruwlood vhq urpshu rv ryrv sulphlur","Qde mh efxh urwhg kiuizfop jyq gfgsti iv dmiv eicptzlr","ofl Xl rqgb adquv qngvhajc yzd dpxgvs vv flio mivtphju","54"
"1481","gl","Quen ten saúde ten todo o que precisa para ser feliz","Quen ten saude ten todo o que precisa para ser feliz","Txhq whq vdxgh whq wrgr r txh suhflvd sdud vhu iholc","Tjvh wte mdjuy wte nrsf i tjv juttcvp guup jyu uvflo","qzpP iob lczpf awb lvsz u gzp imphapa idch aaz gaiyt","52"
"1482","la","Dum vivimus vivamus et gaudeamus igitur in hac vita","Dum vivimus vivamus et gaudeamus igitur in hac vita","Gxp ylylpxv ylydpxv hw jdxghdpxv ljlwxu lq kdf ylwd","Gjd plkzgxh mcypdov tk adjuydblm lvznxg zh kpt plir","hzn Dfdtjmq hroycfe pz incfaokif twtjqd hr jhn pvtu","51"
"1483","la","Verba volant scripta manent in memoria et in corde","Verba volant scripta manent in memoria et in corde","Yhued yrodqw vfulswd pdqhqw lq phpruld hw lq frugh","Ytivd kffdck mfgzjwp duqten lc dypdicd tk cq rflgt","ipnCv gfgomd fnzgjah pbfwxl cm ftfmhvm pu fn txgpd","50"
"1484","la","Qui tacet consentire videtur cum clamare debuisset","Qui tacet consentire videtur cum clamare debuisset","Txl wdfhw frqvhqwluh ylghwxu fxp fodpduh ghexlvvhw","Tjz ndrvn fdemhckcut mcgtkou rlg fargdgv xhqlcvhvn","wzu Pjwfi ofmglmqnmp paoydnd uea tdgurdx fimqtwqii","50"
"1485","la","Dura lex sed lex et iustitia fundamentum regnorum est","Dura lex sed lex et iustitia fundamentum regnorum est","Gxud oha vhg oha hw lxvwlwld ixqgdphqwxp uhjqruxp hvw","Gjiu oto mhs cya tk cxhkcwxr zxcuuptenxb iyjcflxb vmw","azpD voy ycs pqm me nmqrrnjb uamprawhlck mrvtzgok rib","53"
"1486","la","Fac et spera quia fortuna iuvat qui laborat diligenter","Fac et spera quia fortuna iuvat qui laborat diligenter","Idf hw vshud txld iruwxqd lxydw txl oderudw gloljhqwhu","Ipt yw hgyup holp wiuilhd xlpdi hol arvrgrn gxccjtenhg","chq Vp cbdyh haqv tbqvrat hftyv efq ituwdru umdmwpdzlq","54"
"1487","la","Mors certa hora incerta sed vita brevis et ars longa","Mors certa hora incerta sed vita brevis et ars longa","Pruv fhuwd krud lqfhuwd vhg ylwd euhylv hw duv orqjd","Pdim ftind wfld xewhgku vtu plir vutmcv tk uuh ciqvr","ofpH vwgvt brfg bfladpq nhi aivp tumaoa pq inv amixu","52"
"1488","la","In hoc signo vinces et veritas te liberabit semper","In hoc signo vinces et veritas te liberabit semper","Lq krf vljqr ylqfhv hw yhulwdv wh olehudelw vhpshu","Lc yif hzaqd mcqrvm hi myuxkuv iv flqvldqzn vtdjhg","vm qTc egjmf uxooxi cv rqoaang vx iittiwxpf jzifdq","50"
"1489","la","Ora et labora et bene cura corpus sanum in mente sana","Ora et labora et bene cura corpus sanum in mente sana","Rud hw oderud hw ehqh fxud frusxv vdqxp lq phqwh vdqd","Rgr yw arvrgr yw qvhh rlld rflsjj mdclg lc dyqiv mdcr","cde Uu ibucdx uu qbit uuqt tfgozm szdft cm vtfox imfu","53"
"1490","la","Qui scribit bis legit et bis intellegit quod scribitur","Qui scribit bis legit et bis intellegit quod scribitur","Txl vfulelw elv ohjlw hw elv lqwhoohjlw txrg vfulelwxu","Tjz mfgzvli scv avali vn exj cqivfotxcw flig htllqznxg","ozd Pjigjmv ets eiiwv rt iml zgvpximyrv gqbt tdpwxdtjr","54"
"1491","la","Beati pauperes spiritu quoniam ipsorum est regnum caeli","Beati pauperes spiritu quoniam ipsorum est regnum caeli","Ehdwl sdxshuhv vslulwx txrqldp lsvruxp hvw uhjqxp fdhol","Etrnl erostiyv hgcuxko tjfhlpd cshflxb vmw gvaqjd wdtcc","wplLu ytucpqsv midyrza nqpgmhq tftsgok dri ebibzp xfmfm","55"
"1492","la","Nihil novi sub sole et omnia quae fuerunt iterum erunt","Nihil novi sub sole et omnia quae fuerunt iterum erunt","Qlklo qryl vxe vroh hw rpqld txdh ixhuxqw lwhuxp huxqw","Qxyco cfpl hlv vdcy hi fgqxr kxpv zxtioqi znhglg hglhw","mrmXc hygi qft tcim dv rqgnx ujhp riyrvwv dxjdqt qdqtb","54"
"1493","la","Sic itur ad astra per aspera et per multos labores","Sic itur ad astra per aspera et per multos labores","Vlf lwxu dg dvwud shu dvshud hw shu pxowrv oderuhv","Vxt cwji ug pjnup gyu pjjhgr yw evl pjcnrh cuediyv","mrz Ipab vw hhdzc adz hdazcq ut lzb iwhmaq fumclvi","50"
"1494","la","Ubi concordia ibi victoria et ubi discordia ibi ruina","Ubi concordia ibi victoria et ubi discordia ibi ruina","Xel frqfrugld lel ylfwruld hw xel glvfrugld lel uxlqd","Xqz wrctiuszu lqz plrkiuxr yw jsc gxjwrgucd xsc ujzhd","bxm Rjvupasxa jht jvurtnca um zrb sbdzmdrua mfs qzajf","53"
"1495","la","Finis coronat opus et perseverantia omnia vincit forte","Finis coronat opus et perseverantia omnia vincit forte","Ilqlv frurqdw rsxv hw shuvhyhudqwld rpqld ylqflw iruwh","Ixecv rflrcrn relm hi gyuhvphgrhwxr ipczu yxewli wiuiv","mruVl tigwmlu uout cv qqdhaiqdrquvb uamrh jbclvv vtbai","54"
"1496","oc","La vida es un viatge que se fa caminant amb coratge","La vida es un viatge que se fa caminant amb coratge","Od ylgd hv xq yldwjh txh vh id fdplqdqw dpe frudwjh","Op mcgp vm xc mcdixy tjv mh ur wdbzhdck upq tiupkah","mh hYoo di mm vrocfr oza pi bq uqkmfjaf nvx hhpeanq","51"
"1497","oc","Qui dòna sens esperar res en retorn es vertadièrament liure","Qui dona sens esperar res en retorn es vertadierament liure","Txl grqd vhqv hvshudu uhv hq uhwruq hv yhuwdglhudphqw olxuh","Tjz xrcr mhcj yvevldg iyv te lhiflq tj phgkugxvldbvhw azout","rzm Pjou ucml qztiicd pfv ti ltvpqg hx zadrqntdiqkefi ybjpa","59"
"1498","oc","La perseverança es la clau que durbís totas las pòrtas","La perseveranca es la clau que durbis totas las portas","Od shuvhyhudqfd hv od fodx txh gxuelv wrwdv odv sruwdv","Op gyuhvphgrhfp vm op tfdj hoh sllexj nrirm opj jrgkuv","ch qYdhaiqdhquo gi gh zypy fqt srqtwl zovhu uzy zaduni","54"
"1499","oc","Non i a nuèch tant longa que s'acabe pas amb l'alba","Non i a nuech tant longa que s'acabe pas amb l'alba","Qrq l d qxhfk wdqw orqjd txh v'dfdeh sdv dpe o'doed","Qde c d clyfw kuqi ciqvr kxt j'ufpsy spj upq c'uoqr","mfm X l cftab vgnv xmnip xua r'zchhg sas zax x'hmyu","51"
"1500","oc","Qui semena bontat recampa amistat e patz dins son còr","Qui semena bontat recampa amistat e patz dins son cor","Txl vhphqd erqwdw uhfdpsd dplvwdw h sdwc glqv vrq fru","Tjz mhbvhd qfhwpk lhrrgsp rglhkuw t guwo ucqh jiq rfl","ozk Pjqqiq xhfgtb nduhqud suaqptn a bdmy qbav xzt uxg","53"
"1501","fr","Il n'y a pas de vents favorables pour qui ne sait où aller","Il n'y a pas de vents favorables pour qui ne sait ou aller","Lo q'b d sdv gh yhqwv idyrudeohv srxu txl qh vdlw rx doohu","La e's d erm gt myqij zdkfldqcyv efou flc qt juli fo dacyu","se l'T l ofu cp vdojx ztnxfgcfmy lgig mat ap vxzy tg cefma","58"
"1502","fr","La vie est courte, l'art est long et le temps fuit sans cesse","La vie est courte, l'art est long et le temps fuit sans cesse","Od ylh hvw frxuwh, o'duw hvw orqj hw oh whpsv ixlw vdqv fhvvh","Op mch tjn fdllwt, c'uui vmw afhj tk fh ivgsh woli juqh tyvhv","mh pYo wqz tfpgta, b'mov eai qbgg pv zn dqiyq vsba tzcq qxpii","61"
"1503","fr","Un homme averti en vaut deux dans toutes les circonstances","Un homme averti en vaut deux dans toutes les circonstances","Xq krpph dyhuwl hq ydxw ghxa gdqv wrxwhv ohv flufrqvwdqfhv","Xc yipbv uytinl te pdjk xhjo xdcj nrjkyv avm fxiwrcjndctyv","vm kRcah iwppcv ht lrzz fnrq ywmz fzcuno eri ibgvwmmuzcfpi","58"
"1504","fr","Mieux vaut être seul que mal accompagné, dit la sagesse","Mieux vaut etre seul que mal accompagne, dit la sagesse","Plhxa ydxw hwuh vhxo txh pdo dffrpsdjqh, glw od vdjhvvh","Pxvoa krow tklh hvoo fly ppc ufrfgspxhh, szn op jujtjmh","yrnHi yeut pqbn yqic ghy tah mduhggqsrw, shq ja yzopzzq","55"
"1505","fr","Les chiens aboient et la caravane passe sans s'arrêter","Les chiens aboient et la caravane passe sans s'arreter","Ohv fklhqv derlhqw hw od fdudydqh sdvvh vdqv v'duuhwhu","Otj wkxvhv psilten hi cu fpiuypey spjmh hrhv h'rlutkyu","bpr Yzqniv hpiswtl av hq magvchhc loszq qqqu t'iucpana","54"
"1506","fr","Nul n'est prophète en son pays ni maître chez lui parfois","Nul n'est prophete en son pays ni maitre chez lui parfois","Qxo q'hvw surskhwh hq vrq sdbv ql pdlwuh fkhc oxl sduirlv","Qjc h'hhk judgbhiv yq hfh sppm qx duliiy fwvt ojz jdgwilh","qzq X'mzq nkfvadcq iq qhx gosh ar vxfctv pbzg izy jvdqfbt","57"
"1507","fr","La charité bien ordonnée commence toujours par soi-même","La charite bien ordonnee commence toujours par soi-meme","Od fkdulwh elhq rugrqqhh frpphqfh wrxmrxuv sdu vrl-phph","Op tbdgznh qzyq dixrceyh rfgptewh ifomdllv erl vdz-ghbv","kh dYpwfjc xfqj rxvcmuul dqgbpvhl yqgtflot tiu dfk-ijqi","55"
"1508","fr","Quand on n'a pas ce que l'on aime on aime ce que l'on a","Quand on n'a pas ce que l'on aime on aime ce que l'on a","Txdqg rq q'd sdv fh txh o'rq dlph rq dlph fh txh o'rq d","Tjrhg de h'd erm ft hoh a'fh dxdy rc rcpt ty tjv f'rc r","qzfPu qd l'o lpf uy gqq e'rq gcff mm puuc hp gzm p'iu u","55"
"1509","fr","Vouloir c'est pouvoir quand la volonté est ferme et sincère","Vouloir c'est pouvoir quand la volonte est ferme et sincere","Yrxorlu f'hvw srxyrlu txdqg od yrorqwh hvw ihuph hw vlqfhuh","Ydlfrxi w'hhk jrjmilg hodcu fd kffrcky hhk zhgdy hi jcqrvlh","gfrCtbu v'zqz qnvuoyd mtqgf ag nmfgcun jqd qncqf mv uqztxiq","59"
"1510","fr","La pauvreté n'est pas un vice mais c'est une grande gêne","La pauvrete n'est pas un vice mais c'est une grande gene","Od sdxyuhwh q'hvw sdv xq ylfh pdlv f'hvw xqh judqgh jhqh","Op guxkiywt e'yvi guv je plrv gdxj w'hhk oqt xldcuy jtey","ah nYdcrvcp v'bla idh zu ildt ibrq f'zyq ntp mxrcfa cpzl","56"
"1511","fr","Il n'est point de sot métier il n'est que de sottes gens","Il n'est point de sot metier il n'est que de sottes gens","Lo q'hvw srlqw gh vrw phwlhu lo q'hvw txh gh vrwwhv jhqv","La e'yvi gilck xh hfn ptkchg zf q'tjn tjv xh hfnwtj ahcj","ce v'Tlv idrmq tn wqg mpdhng qj w'pzx zrp iw qpqgeb zmqz","56"
"1512","fr","On revient toujours à ses premières amours tôt ou tard","On revient toujours a ses premieres amours tot ou tard","Rq uhylhqw wrxmrxuv d vhv suhplhuhv dprxuv wrw rx wdug","Rc iyyxvhw ifomdllv p jyv eiypxvlhh rgrjim wdk ix irlg","cm rUvqciy vfbgtotc h liz civtrqhid quozfu vvb nt vrud","54"
"1513","fr","Le sage doute de tout sauf de sa propre capacité à douter","Le sage doute de tout sauf de sa propre capacite a douter","Oh vdjh grxwh gh wrxw vdxi gh vd sursuh fdsdflwh d grxwhu","Ot jujt uixiv xh ifow hroi sv md eiisgv wderwliv u gdlnhg","ap pYzv zarvv ri yqgy qsbu ov iv ldfvbs iblvfuat i wfddtq","57"
"1514","fr","L'union fait la force et la division prépare la défaite","L'union fait la force et la division prepare la defaite","O'xqlrq idlw od irufh hw od glylvlrq suhsduh od ghidlwh","O'jecrc wuli cu idiwh tk fd szplhziq eiyspiy op uyipznh","m'zmYla ubav ft mbvvg ps qn hfjvqltj cxvchhs vc yawhvjq","55"
"1515","fr","Bien faire et laisser dire est la règle du sage homme","Bien faire et laisser dire est la regle du sage homme","Elhq idluh hw odlvvhu gluh hvw od uhjoh gx vdjh krpph","Exvh ipzlh tk fdxjmhg ucut vmw ar lhvcy gj jujt yipbv","qrhL itvjg pr qnofzmd pqao ait ei bucqm az pdzv zckhi","53"
"1516","fr","Il vaut mieux être riche et bien portant que pauvre et malade","Il vaut mieux etre riche et bien portant que pauvre et malade","Lo ydxw plhxa hwuh ulfkh hw elhq sruwdqw txh sdxyuh hw pdodgh","La muxi dchjo ywgv llryy hi schc giuirhw fly splput vn ppcugt","ae vTom rfczd qytb icuvt cm qsvm vqdqauc ghb thstwp ha iahmpd","61"
"1517","fr","La nuit porte conseil car elle calme les passions brûlantes","La nuit porte conseil car elle calme les passions brulantes","Od qxlw sruwh frqvhlo fdu hooh fdoph ohv sdvvlrqv euxodqwhv","Op eoli giuiv wrcjyla tuu tcfh rrfpt cyv ermvxfhv qioopenhh","yh vYlv tdbvm aicuzae ptp gamg upquc hmo lriuqigy xhivwylqq","59"
"1518","fr","Ce qui ne te tue pas te rend plus fort et plus résistant","Ce qui ne te tue pas te rend plus fort et plus resistant","Fh txl qh wh wxh sdv wh uhqg soxv iruw hw soxv uhvlvwdqw","Ft hol cv nh ily spj nh gvhg ecov uflw tk jojj lhhzmwpen","yp mGq wt ic vhq tws zq dlqi ydmt apig zb ntzq yzoqjwhbl","56"
"1519","fr","L'enfer est pavé de bonnes intentions jamais réalisées","L'enfer est pave de bonnes intentions jamais realisees","O'hqihu hvw sdyh gh erqqhv lqwhqwlrqv mdpdlv uhdolvhhv","O'tezhg vmw erph sv vrceyv xenhckcrcj ddbrcv gvuoxjyhh","j'pdYlo qih lsbu iq icmrul wilmmmqnfu zmkdfu aiicrqyzq","54"
"1520","fr","Les paroles s'envolent mais les écrits restent pour toujours","Les paroles s'envolent mais les ecrits restent pour toujours","Ohv sdurohv v'hqyrohqw pdlv ohv hfulwv uhvwhqw srxu wrxmrxuv","Otj jdgffhh j'yqkffhck gdxj fhh vwuxkm utjnhck jrji nrjaixgj","zpd Yzgfgcq n'qzgxgdmr qngf zbq rqioan wpmazzq nwzz uvvuedrz","60"
"1521","fr","Qui s'excuse s'accuse et révèle ce qu'il voulait cacher","Qui s'excuse s'accuse et revele ce qu'il voulait cacher","Txl v'hafxvh v'dffxvh hw uhyhoh fh tx'lo yrxodlw fdfkhu","Tjz m'hmtovt j'ufrlmh tk lhkvfh rv kx'xc prjculi tufwvl","ozo P'jyqpap u'izogtt pn qngqin ur qi'hr mazvuma tptbgi","55"
"1522","fr","L'avare est toujours pauvre car il pense toujours manquer","L'avare est toujours pauvre car il pense toujours manquer","O'dyduh hvw wrxmrxuv sdxyuh fdu lo shqvh wrxmrxuv pdqtxhu","O'pmuut vmw ifomdllv eroygv wdg zf stemh ifomdllv brhtjvl","a'hpYoo aiy vfbgtoty ldiubc igd pf josly vfqgtotq kziutpi","57"
"1523","fr","Noblesse oblige et celui qui l'a doit la montrer chaque jour","Noblesse oblige et celui qui l'a doit la montrer chaque jour","Qreohvvh reoljh hw fhoxl txl o'd grlw od prqwuhu fkdtxh mrxu","Qdsfhhjy rqccjt vn ftcol flc o'p uili cu pdenuti wkphoh yfou","gfqXscqz mxpumw zi ypggm mtt v'h vyaa tm wfphlba vyhcnq yqga","60"
"1524","fr","Petite pluie abat grand vent et petite bonté fait grand bien","Petite pluie abat grand vent et petite bonte fait grand bien","Shwlwh soxlh dedw judqg yhqw hw shwlwh erqwh idlw judqg elhq","Stkcwt gfxxv uepk aupex yten hi gywxky edenh urcw viuqs schc","mppSng bdarh riel nrhpa lwcl cv rqdcbn wfall mqua isbvm xsmq","60"
"1525","fr","Il ne faut pas déshabiller Pierre pour habiller Paul jamais","Il ne faut pas deshabiller Pierre pour habiller Paul jamais","Lo qh idxw sdv ghvkdeloohu Slhuuh srxu kdeloohu Sdxo mdpdlv","La ey ipln spj xhhyuexcfhg Gchgiy sdll kpscoavl Splf mpdulh","ce hT lwvt rhq szaqcgrdlmm qDcdfq vtst mhenstyi ghhS taofqt","59"
"1526","fr","Tel père tel fils dit-on souvent mais ce n'est pas toujours vrai","Tel pere tel fils dit-on souvent mais ce n'est pas toujours vrai","Who shuh who ilov glw-rq vrxyhqw pdlv fh q'hvw sdv wrxmrxuv yudl","Wtc jhgv nha wcoh ucw-de mrjmyqi dulh ty q'tjn spj nrjaixgj pupz","zpd Bmwq ime qqbm yao-fz blcuoav qxfc tp w'phx zws zvzduehr zhaj","64"
"1527","fr","La discrétion est la politesse de l'âme bien élevée","La discretion est la politesse de l'ame bien elevee","Od glvfuhwlrq hvw od srolwhvvh gh o'dph elhq hohyhh","Op ucvriywxfh hhk fd efflivmvt uy o'pdy exvh havpht","mh uYacivqrqb ggq ng lvfgoticp hi a'cyf qrel ihqipq","51"
